------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F27170048
Start Time 10:34:00
Start Date 8/2/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 10:36:31
Download Date 8/2/18
Current Memory Address: 0
Current Battery Voltage: 4.1     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
1.031,0.105,-0.016
1.023,0.121,-0.023
1.016,0.137,-0.039
1.012,0.156,-0.055
1.008,0.168,-0.063
1,0.18,-0.078
1,0.199,-0.086
1.004,0.219,-0.094
1.008,0.238,-0.102
1.004,0.254,-0.109
1.004,0.266,-0.113
0.988,0.27,-0.117
0.969,0.27,-0.121
0.941,0.27,-0.121
0.906,0.262,-0.121
0.863,0.262,-0.121
0.824,0.25,-0.117
0.789,0.234,-0.113
0.766,0.227,-0.117
0.738,0.223,-0.117
0.723,0.215,-0.121
0.727,0.199,-0.133
0.742,0.188,-0.137
0.75,0.191,-0.145
0.754,0.191,-0.145
0.762,0.195,-0.137
0.773,0.195,-0.145
0.789,0.199,-0.152
0.805,0.207,-0.156
0.832,0.215,-0.164
0.84,0.219,-0.176
0.848,0.215,-0.168
0.84,0.215,-0.18
0.832,0.223,-0.164
0.828,0.238,-0.133
0.828,0.266,-0.105
0.836,0.297,-0.074
0.863,0.324,-0.035
0.906,0.352,0
0.961,0.383,0.039
1.02,0.418,0.066
1.078,0.453,0.082
1.133,0.469,0.074
1.184,0.457,0.043
1.246,0.434,0.008
1.309,0.402,-0.035
1.367,0.367,-0.059
1.426,0.332,-0.066
1.445,0.301,-0.07
1.43,0.254,-0.063
1.371,0.211,-0.039
1.277,0.156,-0.012
1.168,0.102,0.016
1.066,0.055,0.051
0.988,0.027,0.078
0.938,0.027,0.109
0.922,0.059,0.133
0.93,0.086,0.16
0.941,0.109,0.18
0.965,0.137,0.176
1.016,0.184,0.16
1.078,0.234,0.133
1.137,0.285,0.094
1.195,0.324,0.055
1.238,0.355,0.02
1.242,0.367,-0.008
1.23,0.355,-0.027
1.203,0.324,-0.039
1.18,0.285,-0.051
1.137,0.254,-0.055
1.098,0.227,-0.051
1.063,0.199,-0.039
1.031,0.18,-0.027
1.004,0.164,-0.02
0.977,0.152,-0.004
0.957,0.152,0.008
0.941,0.16,0.016
0.93,0.164,0.023
0.922,0.176,0.023
0.91,0.188,0.031
0.895,0.195,0.031
0.895,0.195,0.023
0.883,0.195,0.02
0.871,0.195,0.008
0.863,0.199,0.004
0.855,0.199,-0.012
0.852,0.199,-0.02
0.844,0.199,-0.023
0.844,0.211,-0.023
0.844,0.219,-0.023
0.848,0.223,-0.02
0.852,0.234,-0.012
0.859,0.242,0
0.871,0.25,0.012
0.879,0.254,0.02
0.879,0.254,0.039
0.867,0.25,0.055
0.863,0.242,0.059
0.867,0.227,0.059
0.883,0.215,0.066
0.895,0.203,0.07
0.914,0.195,0.07
0.93,0.195,0.07
0.945,0.191,0.074
0.965,0.195,0.078
0.977,0.191,0.07
1,0.191,0.059
1.023,0.191,0.047
1.055,0.199,0.043
1.074,0.211,0.027
1.09,0.23,0.023
1.094,0.25,0.016
1.086,0.27,0.016
1.07,0.273,0.012
1.059,0.277,-0.008
1.051,0.27,-0.031
1.051,0.262,-0.059
1.07,0.258,-0.074
1.098,0.277,-0.082
1.117,0.305,-0.078
1.133,0.34,-0.055
1.148,0.391,-0.023
1.16,0.457,0.008
1.172,0.539,0.047
1.184,0.633,0.082
1.191,0.719,0.109
1.184,0.781,0.121
1.156,0.82,0.102
1.121,0.82,0.078
1.09,0.77,0.047
1.059,0.684,0.012
1.063,0.57,-0.004
1.07,0.461,-0.031
1.09,0.363,-0.047
1.109,0.281,-0.051
1.121,0.219,-0.047
1.129,0.172,-0.047
1.141,0.145,-0.047
1.164,0.133,-0.043
1.191,0.145,-0.039
1.207,0.164,-0.043
1.199,0.191,-0.051
1.176,0.227,-0.055
1.148,0.258,-0.059
1.117,0.277,-0.063
1.094,0.277,-0.066
1.07,0.281,-0.066
1.039,0.277,-0.063
1.016,0.266,-0.059
1.012,0.258,-0.059
1.008,0.25,-0.059
1.004,0.242,-0.063
0.996,0.23,-0.078
0.992,0.23,-0.086
0.992,0.23,-0.094
1,0.242,-0.109
1.004,0.246,-0.121
0.996,0.254,-0.125
0.988,0.254,-0.137
0.98,0.266,-0.148
0.973,0.27,-0.16
0.965,0.266,-0.176
0.945,0.262,-0.184
0.922,0.258,-0.188
0.895,0.258,-0.191
0.863,0.258,-0.184
0.848,0.25,-0.184
0.852,0.234,-0.188
0.855,0.227,-0.188
0.867,0.223,-0.195
0.883,0.207,-0.195
0.891,0.203,-0.195
0.906,0.215,-0.191
0.926,0.227,-0.18
0.938,0.223,-0.168
0.941,0.223,-0.148
0.957,0.238,-0.137
0.98,0.246,-0.125
1.004,0.25,-0.113
1.012,0.254,-0.098
0.996,0.258,-0.078
0.988,0.258,-0.059
0.977,0.254,-0.035
0.984,0.254,-0.02
1,0.262,0.008
1.012,0.262,0.039
1.035,0.262,0.07
1.055,0.246,0.094
1.066,0.23,0.113
1.066,0.203,0.121
1.047,0.172,0.121
1.047,0.145,0.113
1.047,0.113,0.105
1.047,0.086,0.098
1.051,0.055,0.086
1.055,0.031,0.078
1.055,0.016,0.078
1.031,0.02,0.082
0.992,0.039,0.09
0.953,0.074,0.109
0.93,0.109,0.125
0.922,0.133,0.141
0.938,0.164,0.141
0.969,0.191,0.133
1.012,0.215,0.113
1.059,0.238,0.098
1.113,0.258,0.086
1.16,0.281,0.074
1.191,0.297,0.066
1.195,0.309,0.066
1.18,0.297,0.074
1.156,0.289,0.082
1.133,0.285,0.086
1.102,0.27,0.086
1.07,0.254,0.09
1.039,0.234,0.09
1.008,0.211,0.094
0.984,0.199,0.09
0.969,0.203,0.082
0.961,0.207,0.078
0.957,0.215,0.074
0.953,0.219,0.07
0.953,0.219,0.063
0.953,0.223,0.055
0.957,0.238,0.051
0.961,0.25,0.035
0.965,0.254,0.023
0.961,0.262,0.016
0.957,0.273,0.008
0.957,0.281,0.008
0.949,0.293,0.008
0.961,0.301,0.027
0.961,0.313,0.035
0.957,0.328,0.043
0.957,0.34,0.047
0.961,0.34,0.051
0.965,0.344,0.055
0.973,0.34,0.059
0.98,0.336,0.063
0.977,0.328,0.07
0.973,0.324,0.082
0.969,0.32,0.086
0.957,0.309,0.082
0.953,0.285,0.07
0.945,0.27,0.066
0.953,0.254,0.055
0.977,0.254,0.039
0.996,0.254,0.027
1.008,0.27,0.023
1.016,0.281,0.031
1.023,0.297,0.039
1.035,0.305,0.035
1.043,0.316,0.027
1.063,0.324,0.023
1.09,0.332,0.023
1.117,0.344,0.027
1.141,0.359,0.035
1.141,0.359,0.039
1.125,0.352,0.031
1.109,0.34,0.02
1.102,0.328,0.012
1.105,0.316,0.008
1.109,0.316,0
1.109,0.324,0.004
1.102,0.344,0.023
1.098,0.367,0.047
1.086,0.391,0.078
1.066,0.41,0.102
1.031,0.414,0.113
0.996,0.414,0.113
0.977,0.398,0.105
0.977,0.367,0.09
0.996,0.344,0.082
1.027,0.316,0.066
1.051,0.289,0.047
1.082,0.27,0.039
1.129,0.254,0.031
1.172,0.246,0.02
1.223,0.246,0.012
1.254,0.25,0.016
1.266,0.262,0.016
1.273,0.262,0.012
1.246,0.258,0.012
