------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F27170049
Start Time 13:00:00
Start Date 8/2/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 13:01:58
Download Date 8/2/18
Current Memory Address: 0
Current Battery Voltage: 4.18     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
1.512,0.305,0.703
1.563,0.344,0.68
1.52,0.508,0.578
1.383,0.656,0.418
1.258,0.738,0.27
1.18,0.801,0.152
1.16,0.816,0.098
1.137,0.734,0.082
1.113,0.594,0.043
1.086,0.473,0.008
1.059,0.398,-0.004
1.027,0.355,-0.012
1.004,0.332,-0.012
0.98,0.324,-0.012
0.977,0.336,0
0.969,0.34,0.012
0.965,0.344,0.02
0.961,0.352,0.016
0.945,0.352,0.012
0.934,0.355,-0.004
0.914,0.355,-0.012
0.906,0.359,-0.027
0.898,0.359,-0.043
0.891,0.355,-0.059
0.875,0.359,-0.07
0.855,0.352,-0.086
0.844,0.352,-0.086
0.836,0.355,-0.094
0.824,0.359,-0.098
0.816,0.363,-0.105
0.816,0.367,-0.109
0.816,0.367,-0.117
0.824,0.371,-0.117
0.828,0.375,-0.121
0.832,0.367,-0.121
0.836,0.363,-0.121
0.836,0.363,-0.121
0.84,0.355,-0.121
0.84,0.348,-0.121
0.852,0.352,-0.121
0.863,0.352,-0.121
0.875,0.352,-0.125
0.883,0.336,-0.121
0.902,0.32,-0.125
0.918,0.313,-0.137
0.93,0.301,-0.148
0.953,0.289,-0.148
0.977,0.281,-0.164
0.988,0.27,-0.176
1.004,0.254,-0.191
1.004,0.25,-0.219
1.031,0.234,-0.234
1.07,0.23,-0.273
1.121,0.23,-0.301
1.168,0.23,-0.313
1.18,0.246,-0.313
1.133,0.277,-0.297
1.039,0.316,-0.27
0.941,0.367,-0.238
0.883,0.418,-0.227
0.895,0.457,-0.23
0.945,0.488,-0.238
1.012,0.512,-0.25
1.07,0.551,-0.27
1.113,0.602,-0.293
1.137,0.66,-0.324
1.164,0.723,-0.355
1.195,0.777,-0.383
1.227,0.813,-0.422
1.262,0.813,-0.461
1.293,0.785,-0.484
1.316,0.73,-0.5
1.336,0.648,-0.516
1.359,0.559,-0.523
1.367,0.453,-0.523
1.383,0.359,-0.512
1.387,0.262,-0.48
1.371,0.184,-0.434
1.355,0.113,-0.375
1.336,0.07,-0.328
1.301,0.047,-0.273
1.281,0.012,-0.242
1.25,-0.02,-0.211
1.211,-0.02,-0.176
1.16,-0.012,-0.16
1.113,0.016,-0.164
1.078,0.047,-0.164
1.051,0.086,-0.16
1.02,0.109,-0.168
0.98,0.129,-0.172
0.945,0.156,-0.176
0.906,0.18,-0.176
0.875,0.211,-0.18
0.852,0.238,-0.184
0.832,0.266,-0.188
0.816,0.277,-0.184
0.809,0.281,-0.184
0.813,0.281,-0.188
0.816,0.281,-0.188
0.828,0.277,-0.18
0.832,0.262,-0.18
0.852,0.238,-0.168
0.867,0.227,-0.156
0.891,0.211,-0.141
0.918,0.199,-0.117
0.953,0.203,-0.113
0.98,0.199,-0.117
1.004,0.184,-0.121
1.023,0.164,-0.121
1.043,0.133,-0.121
1.059,0.113,-0.109
1.074,0.098,-0.094
1.078,0.086,-0.055
1.078,0.094,-0.016
1.074,0.113,0.02
1.07,0.121,0.051
1.059,0.125,0.078
1.023,0.133,0.094
0.984,0.133,0.117
0.93,0.141,0.137
0.875,0.156,0.148
0.844,0.16,0.148
0.836,0.152,0.141
0.867,0.148,0.133
0.93,0.152,0.133
1.004,0.168,0.141
1.063,0.184,0.137
1.109,0.199,0.117
1.141,0.207,0.086
1.172,0.207,0.047
1.191,0.203,-0.004
1.191,0.191,-0.047
1.188,0.191,-0.09
1.176,0.195,-0.113
1.16,0.215,-0.137
1.141,0.246,-0.141
1.133,0.273,-0.141
1.133,0.313,-0.129
1.137,0.355,-0.105
1.137,0.402,-0.082
1.129,0.441,-0.066
1.109,0.473,-0.066
1.082,0.488,-0.078
1.059,0.5,-0.09
1.039,0.512,-0.098
1.039,0.523,-0.098
1.043,0.539,-0.098
1.055,0.555,-0.094
1.059,0.559,-0.09
1.059,0.551,-0.086
1.043,0.539,-0.078
1.035,0.512,-0.063
1.02,0.488,-0.063
1.008,0.477,-0.039
1.004,0.469,-0.012
0.996,0.461,0.004
0.984,0.445,0.027
0.957,0.43,0.043
0.93,0.422,0.055
0.906,0.41,0.055
0.887,0.402,0.055
0.891,0.395,0.051
0.895,0.395,0.043
0.906,0.398,0.031
0.918,0.406,0.023
0.941,0.418,0.016
0.973,0.438,0.008
1.008,0.469,0.004
1.043,0.5,-0.008
1.074,0.523,-0.016
1.109,0.551,-0.027
1.133,0.57,-0.035
1.148,0.582,-0.051
1.176,0.586,-0.07
1.234,0.586,-0.074
1.297,0.598,-0.066
1.336,0.625,-0.066
1.34,0.656,-0.055
1.297,0.676,-0.043
1.207,0.676,-0.043
1.109,0.641,-0.051
1.051,0.578,-0.07
1.035,0.504,-0.094
1.078,0.441,-0.117
1.148,0.398,-0.133
1.203,0.391,-0.145
1.227,0.402,-0.148
1.25,0.43,-0.152
1.281,0.445,-0.156
1.309,0.445,-0.164
1.336,0.43,-0.164
1.355,0.398,-0.16
1.355,0.363,-0.168
1.332,0.328,-0.176
1.301,0.301,-0.18
1.27,0.289,-0.18
1.238,0.277,-0.176
1.211,0.266,-0.172
1.188,0.258,-0.164
1.16,0.242,-0.156
1.121,0.238,-0.152
1.098,0.215,-0.164
1.078,0.199,-0.164
1.063,0.195,-0.164
1.055,0.191,-0.16
1.051,0.184,-0.168
1.043,0.172,-0.184
1.027,0.16,-0.195
1,0.152,-0.203
0.98,0.148,-0.211
0.953,0.148,-0.211
0.922,0.141,-0.207
0.902,0.148,-0.199
0.879,0.16,-0.195
0.852,0.168,-0.191
0.824,0.176,-0.18
0.793,0.18,-0.16
0.766,0.188,-0.141
0.73,0.188,-0.129
0.703,0.188,-0.113
0.688,0.188,-0.094
0.691,0.184,-0.086
0.703,0.176,-0.082
0.715,0.168,-0.082
0.727,0.156,-0.086
0.734,0.141,-0.086
0.754,0.133,-0.098
0.781,0.121,-0.109
0.816,0.113,-0.121
0.859,0.117,-0.133
0.887,0.117,-0.141
0.891,0.113,-0.145
0.906,0.109,-0.137
0.938,0.113,-0.121
0.984,0.145,-0.094
1.031,0.172,-0.074
1.059,0.207,-0.066
1.066,0.242,-0.055
1.055,0.281,-0.027
1.027,0.316,0.004
0.984,0.34,0.031
0.945,0.348,0.043
0.938,0.352,0.047
0.965,0.34,0.063
1.02,0.332,0.066
1.098,0.316,0.066
1.184,0.313,0.066
1.262,0.316,0.055
1.328,0.316,0.031
1.355,0.316,0.004
1.348,0.305,-0.02
1.336,0.27,-0.027
1.316,0.246,-0.039
1.285,0.23,-0.047
1.246,0.227,-0.047
1.203,0.234,-0.047
1.164,0.254,-0.043
1.125,0.281,-0.035
1.094,0.301,-0.027
1.07,0.32,-0.023
1.051,0.332,-0.027
1.027,0.348,-0.031
1.012,0.363,-0.031
1.004,0.387,-0.043
0.996,0.402,-0.051
0.996,0.426,-0.043
1,0.441,-0.039
1.008,0.453,-0.039
1.016,0.457,-0.039
1.012,0.457,-0.035
1.004,0.457,-0.043
1,0.457,-0.039
0.992,0.457,-0.027
0.984,0.461,-0.02
0.98,0.461,-0.016
0.969,0.461,-0.008
0.949,0.465,0.004
0.941,0.465,0.012
0.922,0.465,0.02
0.891,0.465,0.027
0.871,0.461,0.023
0.867,0.457,0.035
0.879,0.457,0.043
0.898,0.457,0.047
0.922,0.457,0.039
0.941,0.453,0.027
0.961,0.445,0.016
0.992,0.445,0.004
1.035,0.449,-0.004
1.086,0.449,-0.012
1.129,0.453,-0.02
1.156,0.453,-0.031
1.16,0.449,-0.039
1.145,0.434,-0.043
1.121,0.422,-0.047
1.105,0.418,-0.039
1.074,0.414,-0.039
1.035,0.41,-0.047
1,0.387,-0.066
0.992,0.359,-0.082
1.016,0.352,-0.094
1.082,0.363,-0.102
1.133,0.395,-0.102
1.156,0.441,-0.086
1.148,0.504,-0.063
1.117,0.559,-0.055
1.09,0.59,-0.066
1.086,0.594,-0.098
1.113,0.586,-0.141
1.176,0.566,-0.172
1.234,0.566,-0.184
1.277,0.578,-0.199
1.293,0.582,-0.211
1.281,0.582,-0.219
1.273,0.555,-0.223
1.262,0.504,-0.223
1.254,0.438,-0.219
1.238,0.359,-0.211
1.215,0.285,-0.203
1.191,0.227,-0.195
