------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1E52150596
Start Time 09:21:00
Start Date 8/5/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 09:24:09
Download Date 8/5/18
Current Memory Address: 0
Current Battery Voltage: 4.11     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
-0.789,0.301,0.176
-0.754,0.316,0.184
-0.723,0.363,0.18
-0.703,0.426,0.191
-0.68,0.469,0.18
-0.664,0.52,0.145
-0.637,0.566,0.109
-0.609,0.59,0.117
-0.586,0.582,0.168
-0.574,0.559,0.23
-0.559,0.566,0.258
-0.523,0.59,0.254
-0.473,0.637,0.238
-0.43,0.703,0.219
-0.387,0.789,0.211
-0.367,0.824,0.203
-0.359,0.801,0.188
-0.344,0.77,0.168
-0.316,0.781,0.148
-0.289,0.82,0.133
-0.273,0.84,0.129
-0.262,0.824,0.129
-0.234,0.793,0.125
-0.199,0.766,0.105
-0.172,0.746,0.066
-0.148,0.734,0.031
-0.137,0.727,0.02
-0.129,0.734,0.012
-0.117,0.746,-0.016
-0.094,0.758,-0.055
-0.078,0.75,-0.098
-0.074,0.738,-0.129
-0.078,0.719,-0.145
-0.078,0.699,-0.148
-0.086,0.691,-0.16
-0.102,0.68,-0.164
-0.121,0.691,-0.152
-0.137,0.699,-0.145
-0.145,0.707,-0.148
-0.145,0.723,-0.148
-0.145,0.75,-0.152
-0.148,0.773,-0.168
-0.141,0.781,-0.199
-0.133,0.781,-0.234
-0.133,0.789,-0.281
-0.164,0.82,-0.32
-0.203,0.84,-0.34
-0.23,0.852,-0.32
-0.238,0.855,-0.289
-0.246,0.867,-0.273
-0.262,0.895,-0.293
-0.27,0.918,-0.301
-0.281,0.961,-0.301
-0.297,0.992,-0.297
-0.316,1.016,-0.281
-0.328,1.012,-0.262
-0.332,0.973,-0.234
-0.332,0.91,-0.203
-0.324,0.863,-0.191
-0.309,0.84,-0.199
-0.297,0.852,-0.211
-0.285,0.895,-0.246
-0.273,0.953,-0.285
-0.266,1.012,-0.309
-0.262,1.047,-0.316
-0.254,1.07,-0.301
-0.242,1.078,-0.266
-0.242,1.055,-0.215
-0.246,1.027,-0.168
-0.25,1.004,-0.129
-0.23,0.996,-0.102
-0.184,1.008,-0.117
-0.125,1.027,-0.18
-0.082,1.035,-0.266
-0.051,1.059,-0.328
-0.004,1.078,-0.348
0.063,1.086,-0.355
0.117,1.086,-0.359
0.137,1.102,-0.328
0.137,1.129,-0.262
0.121,1.125,-0.199
0.109,1.078,-0.156
0.098,0.988,-0.125
0.07,0.891,-0.066
0.047,0.84,-0.023
0.027,0.867,-0.008
0.027,0.949,-0.031
0.039,1.035,-0.051
0.055,1.09,-0.055
0.07,1.102,-0.055
0.098,1.098,-0.063
0.113,1.086,-0.098
0.117,1.059,-0.129
0.109,0.992,-0.133
0.09,0.914,-0.105
0.082,0.828,-0.066
0.082,0.754,-0.035
