------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1E52150596
Start Time 16:57:00
Start Date 8/3/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 16:59:31
Download Date 8/3/18
Current Memory Address: 0
Current Battery Voltage: 4.09     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
-0.211,0.434,0.898
-0.176,0.445,0.898
-0.152,0.48,0.906
-0.129,0.492,0.922
-0.098,0.453,0.945
-0.066,0.387,0.996
-0.023,0.418,1.004
-0.016,0.543,0.973
-0.016,0.66,0.957
0.004,0.688,0.984
0.051,0.652,1.02
0.102,0.539,1.09
0.18,0.461,1.156
0.219,0.426,1.191
0.23,0.406,1.215
0.23,0.426,1.207
0.199,0.418,1.188
0.16,0.414,1.145
0.129,0.445,1.086
0.086,0.512,1.004
0.023,0.582,0.895
-0.047,0.633,0.754
-0.121,0.672,0.625
-0.199,0.711,0.496
-0.324,0.777,0.406
-0.418,0.898,0.348
-0.473,1.02,0.262
-0.59,0.938,0.215
-0.633,0.793,0.285
-0.594,0.672,0.391
-0.539,0.527,0.543
-0.52,0.363,0.711
-0.543,0.191,0.848
-0.539,0.09,0.949
-0.512,0.047,1.047
-0.465,0.102,1.086
-0.445,0.211,1.051
-0.445,0.34,0.992
-0.445,0.449,0.922
-0.445,0.527,0.84
-0.43,0.578,0.758
-0.402,0.598,0.711
-0.383,0.602,0.723
-0.363,0.617,0.75
-0.355,0.648,0.84
-0.348,0.727,0.957
-0.34,0.852,1.023
-0.313,0.898,0.895
-0.426,0.754,0.77
-0.316,0.586,0.816
-0.121,0.441,0.816
-0.02,0.395,0.559
-0.055,0.238,0.398
-0.055,-0.02,0.363
-0.078,-0.168,0.355
-0.141,-0.27,0.383
-0.184,-0.34,0.453
-0.191,-0.395,0.531
-0.191,-0.367,0.57
-0.16,-0.141,0.504
-0.09,0.188,0.371
-0.066,0.441,0.059
-0.297,0.703,-0.418
-0.648,1.008,-0.711
-0.672,1.266,-0.773
-0.531,1.531,-0.809
-0.574,1.777,-0.82
-0.621,2.402,-0.848
-0.582,2.785,-1.008
-0.637,2.102,-0.793
-0.559,0.93,-0.305
-0.395,0.719,-0.121
-0.398,1.148,-0.223
-0.496,0.918,-0.258
-0.477,0.781,-0.305
-0.426,0.914,-0.289
-0.41,0.852,-0.215
-0.41,0.781,-0.238
-0.398,0.844,-0.316
-0.398,0.945,-0.34
-0.418,0.918,-0.309
-0.426,0.852,-0.242
-0.391,0.797,-0.246
-0.348,0.785,-0.293
-0.352,0.801,-0.328
-0.371,0.793,-0.34
-0.383,0.793,-0.34
-0.379,0.773,-0.324
-0.383,0.77,-0.332
-0.391,0.766,-0.344
-0.383,0.762,-0.324
-0.371,0.793,-0.328
-0.367,0.844,-0.352
-0.355,0.863,-0.363
-0.348,0.832,-0.371
-0.34,0.824,-0.379
-0.332,0.785,-0.395
-0.336,0.758,-0.391
-0.316,0.75,-0.41
-0.309,0.758,-0.434
-0.305,0.758,-0.441
-0.285,0.766,-0.445
-0.266,0.793,-0.461
-0.254,0.82,-0.465
-0.227,0.836,-0.461
-0.199,0.844,-0.473
-0.195,0.844,-0.469
-0.172,0.879,-0.465
-0.164,0.852,-0.457
-0.168,0.898,-0.488
-0.168,0.957,-0.504
-0.168,1,-0.523
-0.152,1.016,-0.516
-0.148,0.922,-0.469
-0.156,0.914,-0.406
-0.199,0.914,-0.293
-0.234,0.867,-0.234
-0.215,0.762,-0.293
-0.234,0.723,-0.398
-0.266,0.75,-0.512
-0.277,0.824,-0.57
-0.27,0.836,-0.563
-0.277,0.852,-0.539
-0.266,0.844,-0.5
-0.254,0.852,-0.473
-0.27,0.879,-0.457
-0.277,0.906,-0.453
-0.27,0.922,-0.453
-0.262,0.934,-0.434
-0.246,0.883,-0.398
-0.238,0.891,-0.402
-0.227,0.922,-0.406
-0.215,0.938,-0.391
-0.199,0.957,-0.375
-0.195,0.992,-0.375
-0.188,1.027,-0.34
-0.18,0.965,-0.27
-0.176,0.828,-0.25
-0.172,0.781,-0.207
-0.164,0.809,-0.195
-0.207,0.848,-0.211
-0.18,0.879,-0.207
-0.172,0.961,-0.242
-0.195,0.977,-0.254
-0.18,0.965,-0.254
-0.172,0.961,-0.234
-0.164,0.906,-0.18
-0.148,0.848,-0.137
-0.152,0.824,-0.129
-0.141,0.844,-0.141
-0.148,0.891,-0.168
-0.145,0.926,-0.184
-0.152,0.938,-0.176
-0.152,0.969,-0.125
-0.141,0.965,-0.066
-0.148,0.949,-0.055
-0.148,0.922,-0.047
-0.133,0.91,-0.047
-0.137,0.926,-0.066
-0.148,0.949,-0.086
-0.156,0.992,-0.094
-0.168,1.023,-0.074
-0.172,1.027,-0.008
-0.168,0.984,0.07
-0.172,0.934,0.098
-0.188,0.949,0.105
-0.176,1.008,0.09
-0.172,1.059,0.066
-0.184,1.063,0.047
-0.199,1.09,0.051
-0.199,1.117,0.059
-0.203,1.035,0.109
-0.195,0.977,0.156
-0.195,1.008,0.148
-0.191,1.031,0.145
-0.172,1.035,0.133
-0.168,1.043,0.145
-0.16,1.02,0.141
-0.148,1.039,0.125
-0.16,1.043,0.109
-0.164,1.02,0.094
-0.168,1.008,0.098
-0.176,0.996,0.102
-0.176,0.996,0.094
-0.168,1,0.066
-0.164,0.98,0.043
-0.141,0.961,0.051
-0.164,0.977,0.039
-0.18,0.949,0.031
-0.172,0.945,0.02
-0.164,0.977,-0.012
-0.168,0.938,-0.02
-0.164,0.883,-0.02
-0.16,0.883,-0.027
-0.168,0.922,-0.047
-0.18,0.941,-0.055
-0.164,0.922,-0.027
-0.18,0.934,-0.016
-0.207,0.965,-0.023
-0.23,1.016,-0.055
-0.25,1.086,-0.094
-0.25,1.086,-0.133
-0.246,1.027,-0.121
-0.227,0.957,-0.059
-0.199,0.906,0.012
-0.191,0.879,0.094
-0.168,0.887,0.152
-0.133,0.93,0.117
-0.168,0.949,0.059
-0.207,0.977,0.035
-0.242,0.969,0.02
-0.266,0.93,0.035
-0.262,0.879,0.09
-0.223,0.813,0.168
-0.176,0.781,0.23
-0.148,0.813,0.281
-0.129,0.883,0.305
-0.145,0.93,0.285
-0.188,0.941,0.258
-0.223,0.934,0.266
-0.258,0.887,0.293
-0.301,0.891,0.301
-0.273,0.902,0.309
-0.211,0.871,0.309
-0.188,0.863,0.277
-0.203,0.867,0.25
-0.25,0.902,0.23
-0.309,0.938,0.266
-0.316,0.91,0.328
-0.313,0.805,0.391
-0.316,0.73,0.449
-0.316,0.668,0.473
-0.324,0.688,0.473
-0.352,0.754,0.461
-0.395,0.832,0.441
-0.422,0.902,0.457
-0.383,0.879,0.438
-0.41,0.867,0.32
-0.457,0.906,0.309
-0.449,0.867,0.398
-0.449,0.867,0.488
-0.492,0.891,0.516
-0.559,0.922,0.613
-0.645,0.895,0.766
-0.617,1.086,0.852
-0.582,0.969,0.914
-0.453,0.563,0.953
-0.336,0.402,0.918
-0.367,0.441,0.82
-0.48,0.445,0.816
-0.539,0.371,0.859
-0.504,0.105,0.922
-0.457,-0.117,0.949
-0.426,-0.082,0.883
-0.418,-0.063,0.785
-0.395,-0.113,0.766
-0.355,-0.035,0.773
-0.363,0.043,0.762
-0.348,0.094,0.746
-0.313,0.145,0.719
-0.301,0.184,0.652
-0.285,0.234,0.594
-0.27,0.27,0.547
-0.246,0.305,0.516
-0.227,0.348,0.512
-0.207,0.398,0.512
-0.211,0.461,0.52
-0.23,0.547,0.531
-0.266,0.633,0.523
-0.309,0.699,0.512
-0.332,0.754,0.496
-0.359,0.777,0.484
-0.406,0.746,0.504
-0.395,0.676,0.492
-0.391,0.688,0.461
-0.414,0.699,0.469
-0.434,0.707,0.508
-0.449,0.77,0.535
-0.461,0.891,0.563
-0.473,1.008,0.59
-0.477,1.035,0.625
-0.473,1,0.672
-0.461,0.949,0.695
-0.461,0.91,0.711
-0.469,0.898,0.711
-0.461,0.898,0.719
-0.461,0.906,0.727
-0.469,0.898,0.738
-0.469,0.895,0.762
-0.473,0.895,0.785
-0.488,0.891,0.809
-0.52,0.875,0.82
-0.527,0.836,0.816
-0.512,0.793,0.813
-0.508,0.754,0.793
-0.508,0.734,0.77
-0.508,0.727,0.75
-0.5,0.734,0.727
-0.496,0.738,0.715
-0.496,0.73,0.711
-0.512,0.738,0.711
-0.52,0.734,0.703
-0.551,0.715,0.711
-0.598,0.691,0.719
-0.641,0.668,0.723
-0.676,0.625,0.711
-0.703,0.586,0.699
-0.703,0.551,0.68
-0.684,0.52,0.648
-0.656,0.484,0.621
-0.633,0.469,0.594
-0.609,0.469,0.57
-0.602,0.477,0.551
-0.602,0.48,0.547
-0.594,0.48,0.535
-0.598,0.488,0.52
-0.598,0.504,0.508
-0.594,0.52,0.488
-0.59,0.523,0.469
