------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F27170048
Start Time 15:36:00
Start Date 8/2/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 15:39:42
Download Date 8/2/18
Current Memory Address: 0
Current Battery Voltage: 4.11     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.039,0.742,0.176
0.059,0.734,0.188
0.07,0.746,0.188
0.086,0.762,0.191
0.098,0.77,0.211
0.102,0.773,0.227
0.117,0.773,0.238
0.125,0.789,0.254
0.125,0.801,0.262
0.129,0.805,0.27
0.129,0.809,0.273
0.125,0.816,0.273
0.113,0.816,0.273
0.102,0.816,0.27
0.094,0.809,0.266
0.086,0.801,0.25
0.082,0.797,0.246
0.078,0.805,0.246
0.082,0.809,0.246
0.094,0.836,0.238
0.109,0.879,0.227
0.125,0.918,0.227
0.137,0.938,0.234
0.16,0.969,0.25
0.172,1.023,0.262
0.16,1.082,0.27
0.148,1.148,0.266
0.141,1.242,0.254
0.117,1.332,0.246
0.09,1.395,0.234
0.078,1.434,0.23
0.066,1.438,0.234
0.047,1.426,0.223
0.02,1.391,0.199
-0.008,1.352,0.168
-0.031,1.289,0.121
-0.039,1.234,0.078
-0.023,1.191,0.039
0.004,1.172,0.016
0.027,1.145,0.016
0.039,1.125,0.027
0.031,1.109,0.047
0.02,1.117,0.066
0,1.129,0.078
0.004,1.137,0.074
0.008,1.137,0.07
0.012,1.121,0.063
0.008,1.09,0.059
0,1.051,0.063
-0.012,1.004,0.07
-0.035,0.965,0.07
-0.043,0.914,0.082
-0.039,0.875,0.082
-0.039,0.84,0.078
-0.027,0.805,0.078
-0.012,0.777,0.086
0,0.742,0.102
0.02,0.723,0.121
0.035,0.707,0.137
0.043,0.695,0.145
0.063,0.695,0.148
0.066,0.699,0.152
0.07,0.703,0.16
0.074,0.711,0.168
0.074,0.715,0.168
0.078,0.727,0.176
0.078,0.742,0.18
0.074,0.758,0.18
0.07,0.777,0.18
0.066,0.793,0.18
0.063,0.801,0.172
0.059,0.805,0.164
0.055,0.82,0.164
0.051,0.832,0.164
0.055,0.848,0.16
0.066,0.863,0.16
0.086,0.895,0.168
0.098,0.926,0.176
0.102,0.965,0.184
0.094,0.996,0.199
0.086,1.031,0.199
0.082,1.063,0.195
0.082,1.109,0.195
0.074,1.156,0.195
0.074,1.211,0.211
0.066,1.277,0.238
0.031,1.324,0.262
-0.004,1.352,0.273
-0.031,1.363,0.285
-0.066,1.355,0.293
-0.117,1.313,0.301
-0.168,1.238,0.305
-0.191,1.168,0.285
-0.195,1.117,0.246
-0.168,1.082,0.211
-0.137,1.07,0.191
-0.117,1.039,0.203
-0.098,1,0.23
-0.09,0.965,0.266
-0.086,0.957,0.289
-0.102,0.973,0.289
-0.09,0.996,0.277
-0.09,1.02,0.258
-0.098,1.023,0.238
-0.094,0.996,0.207
-0.09,0.969,0.191
-0.082,0.941,0.176
-0.066,0.898,0.16
-0.047,0.867,0.148
-0.027,0.828,0.145
-0.008,0.797,0.145
0.012,0.773,0.148
0.035,0.766,0.156
0.063,0.762,0.16
0.082,0.766,0.172
0.098,0.766,0.176
0.117,0.77,0.18
0.133,0.773,0.195
0.145,0.773,0.199
0.156,0.773,0.211
0.164,0.773,0.211
0.18,0.785,0.215
0.184,0.789,0.223
0.168,0.797,0.238
0.164,0.809,0.262
0.164,0.816,0.27
0.152,0.832,0.27
0.141,0.84,0.266
0.141,0.852,0.266
