------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1E52150597
Start Time 09:30:00
Start Date 8/5/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 09:31:32
Download Date 8/5/18
Current Memory Address: 0
Current Battery Voltage: 4.14     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.234,0.691,0.566
0.262,0.688,0.566
0.273,0.691,0.574
0.281,0.723,0.586
0.305,0.746,0.59
0.324,0.77,0.598
0.336,0.777,0.602
0.336,0.773,0.609
0.34,0.777,0.617
0.348,0.793,0.605
0.348,0.805,0.59
0.352,0.824,0.582
0.355,0.84,0.586
0.379,0.84,0.652
0.434,0.75,0.77
0.484,0.605,0.906
0.527,0.52,0.98
0.574,0.551,0.895
0.578,0.656,0.676
0.535,0.785,0.445
0.488,0.895,0.27
0.441,0.902,0.172
0.434,0.875,0.109
0.441,0.848,0.059
0.445,0.852,0.008
0.414,0.875,-0.035
0.367,0.852,-0.012
0.453,0.734,0.047
0.543,0.816,0.184
0.469,0.988,0.305
0.324,1.035,0.41
0.27,1.012,0.477
0.313,1.023,0.484
0.348,1.043,0.438
0.32,1.047,0.363
0.301,1.055,0.293
0.301,1.094,0.25
0.297,1.117,0.223
0.277,1.086,0.215
0.258,1.043,0.18
0.242,1.02,0.129
0.234,0.977,0.074
0.234,0.918,0.055
0.254,0.832,0.078
0.293,0.742,0.133
0.332,0.703,0.188
0.363,0.668,0.246
0.367,0.703,0.254
0.391,0.887,0.227
0.414,1.02,0.211
0.414,1.031,0.207
0.418,1.004,0.227
0.398,0.961,0.25
0.387,0.867,0.305
0.41,0.867,0.352
0.445,0.883,0.387
0.465,0.813,0.457
0.484,0.844,0.449
0.48,0.902,0.418
0.488,0.895,0.414
0.477,0.816,0.375
0.398,0.77,0.301
0.359,0.746,0.223
0.332,0.727,0.188
0.293,0.641,0.184
0.352,0.582,0.246
0.504,0.629,0.297
0.559,0.742,0.32
0.547,0.824,0.34
0.531,0.895,0.32
0.5,0.949,0.277
0.461,0.953,0.215
0.398,0.973,0.125
0.352,1.02,0.012
0.32,1.027,-0.074
0.277,0.977,-0.121
0.234,0.898,-0.133
0.211,0.801,-0.129
0.207,0.727,-0.117
0.199,0.695,-0.102
