------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1E52150597
Start Time 09:21:00
Start Date 8/5/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 09:24:08
Download Date 8/5/18
Current Memory Address: 0
Current Battery Voltage: 4.15     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
-0.148,1.188,0.008
-0.137,1.195,0.004
-0.16,1.133,-0.051
-0.176,1.02,-0.141
-0.156,0.945,-0.219
-0.113,0.945,-0.293
-0.063,1.008,-0.359
-0.023,1.098,-0.402
-0.008,1.207,-0.414
-0.012,1.293,-0.387
-0.051,1.301,-0.34
-0.09,1.258,-0.309
-0.117,1.188,-0.285
-0.133,1.109,-0.277
-0.137,1.035,-0.281
-0.145,0.969,-0.305
-0.148,0.941,-0.305
-0.145,0.953,-0.27
-0.141,0.973,-0.23
-0.137,0.973,-0.195
-0.141,0.945,-0.176
-0.148,0.922,-0.184
-0.152,0.906,-0.195
-0.152,0.875,-0.203
-0.152,0.836,-0.203
-0.152,0.781,-0.199
-0.152,0.742,-0.211
-0.148,0.766,-0.203
-0.152,0.801,-0.215
-0.16,0.844,-0.238
-0.176,0.883,-0.25
-0.176,0.922,-0.238
-0.168,0.957,-0.234
-0.168,1.004,-0.234
-0.172,1.031,-0.234
-0.18,1.023,-0.234
-0.184,0.953,-0.227
-0.168,0.832,-0.207
-0.148,0.734,-0.18
-0.121,0.711,-0.148
-0.117,0.75,-0.133
-0.141,0.809,-0.117
-0.168,0.855,-0.094
-0.18,0.871,-0.078
-0.184,0.848,-0.082
-0.195,0.82,-0.133
-0.195,0.801,-0.211
-0.188,0.809,-0.297
-0.164,0.816,-0.355
-0.141,0.832,-0.387
-0.137,0.852,-0.398
-0.133,0.863,-0.383
-0.152,0.891,-0.371
-0.164,0.906,-0.387
-0.172,0.902,-0.43
-0.16,0.891,-0.473
-0.145,0.879,-0.52
-0.141,0.871,-0.566
-0.152,0.863,-0.621
-0.168,0.855,-0.652
-0.168,0.844,-0.66
-0.16,0.809,-0.648
-0.152,0.785,-0.637
-0.148,0.777,-0.633
-0.137,0.793,-0.621
-0.125,0.816,-0.602
-0.109,0.852,-0.594
-0.102,0.879,-0.582
-0.102,0.891,-0.582
-0.102,0.875,-0.598
-0.098,0.848,-0.617
-0.094,0.824,-0.633
-0.086,0.789,-0.648
-0.086,0.754,-0.648
-0.086,0.75,-0.645
-0.094,0.781,-0.652
-0.094,0.844,-0.668
-0.082,0.922,-0.691
-0.055,0.973,-0.703
-0.051,0.984,-0.695
-0.059,0.973,-0.676
-0.074,0.957,-0.664
-0.086,0.934,-0.652
-0.074,0.902,-0.625
-0.074,0.863,-0.59
-0.09,0.84,-0.555
-0.105,0.84,-0.543
-0.113,0.875,-0.531
-0.117,0.918,-0.508
-0.102,0.941,-0.473
-0.102,0.941,-0.43
-0.105,0.953,-0.383
-0.117,0.961,-0.336
-0.121,0.941,-0.293
-0.125,0.887,-0.238
-0.125,0.848,-0.16
-0.141,0.801,-0.094
-0.164,0.781,-0.078
-0.18,0.801,-0.102
-0.168,0.816,-0.098
-0.145,0.813,-0.094
-0.098,0.785,-0.07
-0.082,0.699,-0.039
