------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F27170048
Start Time 08:05:00
Start Date 8/3/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 08:06:37
Download Date 8/3/18
Current Memory Address: 0
Current Battery Voltage: 4.11     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
-0.688,0.316,-0.051
-0.695,0.336,-0.023
-0.75,0.438,-0.027
-0.797,0.547,-0.051
-0.824,0.547,-0.039
-0.801,0.473,0.016
-0.754,0.445,0.051
-0.727,0.5,0.008
-0.68,0.613,-0.055
-0.629,0.551,-0.098
-0.617,0.355,-0.035
-0.656,0.523,-0.07
-0.703,1.016,-0.367
-0.691,0.938,-0.461
-0.613,0.734,-0.336
-0.602,0.875,-0.336
-0.609,0.891,-0.316
-0.559,0.727,-0.277
-0.488,0.605,-0.215
-0.465,0.586,-0.176
-0.449,0.602,-0.16
-0.426,0.621,-0.137
-0.418,0.688,-0.148
-0.422,0.813,-0.184
-0.426,0.938,-0.195
-0.438,1.023,-0.188
-0.457,1.055,-0.16
-0.465,0.973,-0.105
-0.441,0.836,-0.027
-0.402,0.785,0
-0.379,0.832,-0.031
-0.371,0.875,-0.07
-0.363,0.949,-0.117
-0.375,0.984,-0.141
-0.379,0.977,-0.125
-0.359,0.973,-0.102
-0.34,0.957,-0.09
-0.328,0.949,-0.094
-0.313,0.949,-0.145
-0.332,0.961,-0.148
-0.344,0.867,-0.059
-0.332,0.777,0.027
-0.336,0.719,0.066
-0.355,0.645,0.09
-0.367,0.574,0.125
-0.371,0.496,0.188
-0.379,0.441,0.254
-0.406,0.402,0.309
-0.465,0.391,0.359
-0.523,0.414,0.41
-0.563,0.465,0.441
-0.574,0.477,0.473
-0.586,0.477,0.492
-0.594,0.484,0.488
-0.613,0.504,0.465
-0.648,0.504,0.438
-0.66,0.488,0.426
-0.676,0.477,0.434
-0.715,0.457,0.453
-0.746,0.438,0.473
-0.777,0.449,0.477
-0.816,0.465,0.473
-0.855,0.449,0.492
-0.898,0.422,0.527
-0.949,0.418,0.551
-1,0.453,0.543
