------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v1.7.1 date format M/d/yy at 100 Hz  Filter Normal -----------
Serial Number: TAS1F27170049
Start Time 15:36:00
Start Date 8/2/18
Epoch Period (hh:mm:ss) 00:00:00
Download Time 15:39:42
Download Date 8/2/18
Current Memory Address: 0
Current Battery Voltage: 4.18     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
0.172,0.996,-0.43
0.176,0.977,-0.422
0.18,0.961,-0.414
0.18,0.93,-0.395
0.176,0.898,-0.375
0.172,0.871,-0.352
0.164,0.844,-0.324
0.156,0.801,-0.301
0.148,0.77,-0.281
0.141,0.75,-0.262
0.129,0.734,-0.25
0.117,0.707,-0.238
0.105,0.691,-0.234
0.09,0.68,-0.227
0.082,0.68,-0.215
0.07,0.668,-0.203
0.066,0.664,-0.195
0.063,0.668,-0.188
0.063,0.676,-0.18
0.07,0.688,-0.18
0.07,0.707,-0.184
0.074,0.734,-0.195
0.094,0.766,-0.199
0.105,0.781,-0.207
0.105,0.801,-0.211
0.121,0.813,-0.215
0.129,0.828,-0.219
0.133,0.836,-0.223
0.133,0.832,-0.227
0.129,0.84,-0.234
0.129,0.852,-0.234
0.129,0.879,-0.238
0.129,0.918,-0.246
0.125,0.957,-0.254
0.137,0.992,-0.262
0.148,1.027,-0.266
0.16,1.066,-0.27
0.188,1.098,-0.273
0.199,1.113,-0.277
0.203,1.133,-0.27
0.219,1.152,-0.258
0.238,1.172,-0.258
0.258,1.207,-0.273
0.289,1.238,-0.281
0.324,1.25,-0.281
0.359,1.234,-0.27
0.395,1.18,-0.262
0.395,1.125,-0.258
0.371,1.07,-0.246
0.34,1.047,-0.234
0.305,1.047,-0.227
0.285,1.043,-0.219
0.277,1.047,-0.223
0.281,1.039,-0.199
0.289,1.035,-0.184
0.301,1.055,-0.184
0.316,1.059,-0.203
0.313,1.055,-0.23
0.309,1.027,-0.254
0.301,1,-0.266
0.281,0.953,-0.254
0.258,0.898,-0.223
0.227,0.852,-0.199
0.199,0.809,-0.184
0.176,0.777,-0.176
0.156,0.762,-0.172
0.148,0.746,-0.18
0.129,0.738,-0.188
0.113,0.734,-0.191
0.094,0.746,-0.191
0.082,0.754,-0.191
0.066,0.762,-0.188
0.051,0.77,-0.188
0.047,0.777,-0.184
0.035,0.777,-0.184
0.027,0.781,-0.18
0.02,0.789,-0.184
0.02,0.793,-0.184
0.016,0.793,-0.18
0.016,0.809,-0.172
0.023,0.816,-0.164
0.027,0.82,-0.164
0.031,0.824,-0.168
0.035,0.836,-0.176
0.047,0.848,-0.172
0.055,0.855,-0.176
0.059,0.867,-0.184
0.059,0.875,-0.188
0.051,0.887,-0.188
0.051,0.902,-0.188
0.043,0.941,-0.18
0.043,0.973,-0.176
0.035,1.004,-0.184
0.031,1.039,-0.195
0.039,1.078,-0.219
0.051,1.121,-0.246
0.07,1.18,-0.277
0.109,1.246,-0.313
0.152,1.293,-0.34
0.176,1.313,-0.359
0.172,1.305,-0.367
0.188,1.293,-0.367
0.207,1.277,-0.359
0.219,1.219,-0.355
0.223,1.172,-0.363
0.219,1.137,-0.383
0.199,1.082,-0.406
0.168,1.047,-0.422
0.141,1.035,-0.422
0.117,1.027,-0.422
0.113,1.027,-0.422
0.125,1.031,-0.41
0.129,1.031,-0.398
0.137,1.035,-0.391
0.129,1.023,-0.383
0.133,1.008,-0.371
0.129,0.996,-0.363
0.117,0.969,-0.344
0.109,0.93,-0.313
0.113,0.891,-0.289
0.113,0.863,-0.262
0.117,0.836,-0.238
0.117,0.816,-0.23
0.117,0.797,-0.23
0.117,0.773,-0.234
0.113,0.754,-0.227
0.105,0.738,-0.219
0.094,0.719,-0.203
0.082,0.699,-0.188
0.07,0.684,-0.176
0.059,0.668,-0.164
0.055,0.672,-0.156
0.055,0.68,-0.156
0.063,0.691,-0.156
0.074,0.711,-0.16
0.086,0.727,-0.16
0.094,0.734,-0.152
0.098,0.746,-0.148
0.109,0.762,-0.16
0.113,0.766,-0.176
0.117,0.77,-0.188
0.117,0.773,-0.207
0.113,0.766,-0.215
0.109,0.766,-0.227
0.098,0.789,-0.238
0.094,0.828,-0.25
0.105,0.879,-0.254
0.113,0.922,-0.254
0.121,0.965,-0.254
0.148,1,-0.25
0.168,1.043,-0.25
0.203,1.074,-0.258
0.227,1.113,-0.281
0.242,1.16,-0.309
0.25,1.207,-0.324
0.258,1.227,-0.328
0.273,1.234,-0.309
0.297,1.246,-0.313
0.328,1.254,-0.316
0.371,1.234,-0.313
0.398,1.195,-0.32
0.402,1.156,-0.32
0.391,1.125,-0.309
0.375,1.102,-0.285
0.355,1.082,-0.262
0.344,1.066,-0.234
0.34,1.063,-0.211
0.344,1.063,-0.191
0.348,1.059,-0.184
0.344,1.059,-0.191
0.336,1.055,-0.207
0.332,1.027,-0.215
0.328,1.004,-0.23
0.32,0.977,-0.242
0.305,0.934,-0.25
0.277,0.887,-0.238
0.254,0.844,-0.23
0.227,0.793,-0.219
0.195,0.746,-0.203
0.172,0.715,-0.195
0.148,0.695,-0.191
0.129,0.68,-0.188
0.105,0.672,-0.188
0.09,0.668,-0.188
0.082,0.68,-0.191
0.074,0.688,-0.195
0.066,0.699,-0.207
0.059,0.723,-0.211
0.055,0.727,-0.211
0.039,0.738,-0.215
0.039,0.754,-0.211
0.039,0.77,-0.207
0.043,0.793,-0.191
